Date,Open,High,Low,Close,Volume
2022-04-15,139.4032,135.6975,133.7287,134.8031,5757623.0
2022-04-18,135.0546,138.9311,135.977,136.5162,4398190.0
2022-04-19,136.4968,136.9934,135.0329,136.7356,7886133.0
2022-04-20,135.8522,137.0043,135.6982,136.1646,3888445.0
2022-04-21,136.799,138.0064,134.7555,136.393,3242974.0
2022-04-22,135.9923,133.6381,131.5257,132.4264,3992099.0
2022-04-25,131.9972,132.3879,131.6621,132.0304,1779180.0
2022-04-26,132.1363,133.2205,132.4084,132.7793,3833178.0
2022-04-27,133.3894,136.4839,135.447,135.7965,5031211.0
2022-04-28,135.2447,137.2337,132.546,134.7853,3084182.0
2022-04-29,134.8185,133.3943,132.7935,133.2005,2308286.0
2022-05-02,133.429,132.504,131.7865,132.2414,5099757.0
2022-05-03,132.6081,134.6028,133.0046,134.11,5365313.0
2022-05-04,134.2046,135.73,134.5559,134.8134,4863089.0
2022-05-05,134.6155,134.6752,133.5092,133.7865,6995991.0
2022-05-06,133.3436,135.7846,134.6491,134.8609,3297921.0
2022-05-09,134.9074,135.1753,135.0206,135.098,4874142.0
2022-05-10,134.5186,137.6403,137.0756,137.1164,7361898.0
2022-05-11,135.5141,136.2408,134.9307,135.7207,769160.0
2022-05-12,135.9577,135.4564,135.0397,135.0958,3069931.0
2022-05-13,135.5843,135.459,133.5565,134.3439,941904.0
2022-05-16,133.0741,132.0026,131.3813,131.4662,5570414.0
2022-05-17,130.9352,132.3763,132.008,132.0911,5592792.0
2022-05-18,132.4182,133.6878,130.5287,132.6491,1078526.0
2022-05-19,133.7408,133.1708,131.7264,132.6991,7112208.0
2022-05-20,132.7102,132.6719,131.906,132.2727,6356249.0
2022-05-23,131.8875,130.3173,128.4987,129.5329,1337393.0
2022-05-24,129.4381,129.7067,125.7735,128.7568,3845503.0
2022-05-25,129.4649,129.0264,125.9943,128.135,7753717.0
2022-05-26,127.8039,128.0137,126.4988,126.6403,5634544.0
2022-05-27,126.2354,126.7901,125.2518,126.3721,1314422.0
2022-05-30,126.1281,129.088,126.1205,127.1785,5805431.0
2022-05-31,126.6936,131.6775,130.2259,130.8674,6718545.0
2022-06-01,130.9316,132.5568,130.1438,131.2499,1234983.0
2022-06-02,132.1029,133.6729,131.1398,131.7975,2763429.0
2022-06-03,131.9678,133.266,129.6734,131.6899,3635812.0
2022-06-06,131.557,128.6621,127.7968,127.9921,4775115.0
2022-06-07,127.8427,128.0365,127.757,127.9796,3376280.0
2022-06-08,127.1793,128.4207,127.2418,128.1337,3438687.0
2022-06-09,128.5863,134.194,132.4691,132.9965,5653435.0
2022-06-10,132.9551,135.2486,132.4935,132.6531,1916842.0
2022-06-13,132.5573,133.4322,132.9053,133.2944,2831256.0
2022-06-14,134.9969,133.3817,130.7027,133.265,4189024.0
2022-06-15,133.4243,131.7491,130.9281,130.9885,4896650.0
2022-06-16,130.5946,133.8062,133.0789,133.2933,4202418.0
2022-06-17,133.066,135.0872,133.7123,134.8457,2781608.0
2022-06-20,135.4651,137.3593,135.289,136.4962,4430010.0
2022-06-21,136.558,135.1953,133.4083,134.6873,6141889.0
2022-06-22,133.9124,139.6643,136.8896,137.5927,4141771.0
2022-06-23,138.0986,136.2206,133.5377,134.77,6928099.0
2022-06-24,134.4098,137.7358,134.2252,136.0024,4579441.0
2022-06-27,137.0215,141.1624,139.2981,140.5874,5856430.0
2022-06-28,141.1948,139.6525,138.2201,138.5556,7275602.0
2022-06-29,138.3077,137.5631,136.5956,137.4248,1460652.0
2022-06-30,138.129,137.7331,137.601,137.6717,2688370.0
2022-07-01,137.7091,137.8733,136.3174,136.6769,7973328.0
2022-07-04,137.1431,135.3831,133.2311,133.5745,2048485.0
2022-07-05,133.8335,135.3887,133.3006,133.7521,2067343.0
2022-07-06,133.2993,131.8437,129.9773,131.6772,3825495.0
2022-07-07,131.3382,133.1088,132.1744,132.6558,5601515.0
2022-07-08,133.2023,131.9378,130.6224,130.8781,6134738.0
2022-07-11,130.7028,135.7707,132.9632,133.9967,6508228.0
2022-07-12,133.7803,133.3437,131.2108,132.4713,3885744.0
2022-07-13,131.9652,131.9498,130.5774,131.8725,6823897.0
2022-07-14,132.0959,134.9096,132.8934,133.5316,5980918.0
2022-07-15,134.6332,132.4867,130.3926,131.1282,7485945.0
2022-07-18,130.5682,131.9694,131.3025,131.6158,1255612.0
2022-07-19,131.6286,136.0548,132.7845,134.2621,4494528.0
2022-07-20,135.0206,131.3751,130.9454,131.1028,2576475.0
2022-07-21,131.0611,133.0872,131.3738,131.5059,2641912.0
2022-07-22,131.7438,132.3187,131.8763,132.0591,3644311.0
2022-07-25,131.4979,133.9486,133.6404,133.657,785622.0
2022-07-26,133.886,134.0709,130.0884,131.2394,2462889.0
2022-07-27,131.1411,128.76,127.2214,128.7041,2406862.0
2022-07-28,129.2116,129.9943,128.0995,129.7546,4526390.0
2022-07-29,130.3709,131.0992,129.4897,130.373,1896436.0
2022-08-01,131.7235,132.8394,129.8649,130.9031,1167540.0
2022-08-02,131.2066,132.8109,129.3571,131.6246,2695690.0
2022-08-03,131.7961,130.6083,129.6617,130.3279,2088236.0
2022-08-04,130.4292,131.98,129.4373,130.822,5510532.0
2022-08-05,130.6372,134.1437,129.7112,131.4378,5670080.0
2022-08-08,131.6157,130.1375,129.0251,130.0759,5205815.0
2022-08-09,129.9222,133.8228,133.0712,133.8079,5963915.0
2022-08-10,133.898,134.8287,132.3736,134.8027,3482410.0
2022-08-11,135.5132,132.6649,131.4147,132.455,7174192.0
2022-08-12,131.9217,133.9605,133.4583,133.806,1904355.0
2022-08-15,134.4161,132.5089,129.2661,131.9035,6378190.0
2022-08-16,132.5985,134.0942,131.0632,133.5101,3175480.0
2022-08-17,133.447,135.927,134.3808,135.8914,5556093.0
2022-08-18,134.738,134.8528,132.5017,134.2691,6469608.0
2022-08-19,133.9426,137.0414,135.1496,136.2643,3924083.0
2022-08-22,136.9712,137.2686,134.4748,137.1518,2964722.0
2022-08-23,137.1392,139.1784,137.357,138.8951,7059442.0
2022-08-24,138.3399,144.6665,142.3017,142.9466,7247787.0
2022-08-25,142.658,145.4855,141.7863,142.4641,6596164.0
2022-08-26,142.9431,142.1351,139.9427,140.9047,6130761.0
2022-08-29,141.2129,140.4653,138.2345,139.0789,6050992.0
2022-08-30,138.946,139.7081,137.1194,137.4286,3401092.0
2022-08-31,137.2269,137.6873,137.1964,137.3109,2750229.0
2022-09-01,137.0957,138.467,137.9876,138.0568,7894607.0
2022-09-02,137.5474,140.234,137.8361,138.6725,2022534.0
2022-09-05,139.5686,141.3199,140.1306,140.446,2222907.0
2022-09-06,140.2649,141.764,138.6125,140.5155,3015967.0
2022-09-07,141.1997,145.6697,143.5429,143.6559,5175112.0
2022-09-08,144.5301,144.2011,141.9977,143.1297,6334082.0
2022-09-09,143.7013,150.6524,147.8186,149.1353,3370574.0
2022-09-12,148.8778,151.4561,150.37,150.5867,7382799.0
2022-09-13,150.8299,150.0507,147.0515,148.7075,7421983.0
2022-09-14,148.6931,146.996,145.3064,146.3818,7026925.0
2022-09-15,145.8526,148.0667,145.6362,147.4892,5865986.0
2022-09-16,147.6806,148.4774,145.8757,147.0398,3388939.0
2022-09-19,146.3463,149.5156,147.5487,148.6676,4486280.0
2022-09-20,149.3739,150.0596,148.5945,149.7716,7259291.0
2022-09-21,149.4933,150.1018,149.3841,149.653,7091942.0
2022-09-22,149.7734,148.6492,147.1581,147.8085,2544940.0
2022-09-23,147.976,145.0448,143.4115,144.5311,2599409.0
2022-09-26,144.3814,144.0241,143.4883,143.6094,6032388.0
2022-09-27,143.9464,146.8593,143.9568,145.5097,7951747.0
2022-09-28,145.2333,147.2844,145.3191,146.0216,3672382.0
2022-09-29,146.5305,144.0678,142.9946,143.3613,4381857.0
2022-09-30,142.5895,144.4596,141.9451,143.7774,5037871.0
2022-10-03,143.85,145.0124,144.1444,144.6542,791464.0
2022-10-04,145.7761,143.1644,142.7694,142.7918,5239400.0
2022-10-05,142.2205,144.5973,142.5317,143.1644,3173829.0
2022-10-06,142.7763,144.392,143.0757,143.3325,7280362.0
2022-10-07,143.6271,141.1468,139.4002,140.9383,618581.0
2022-10-10,141.0396,142.332,141.5973,141.7393,5870807.0
2022-10-11,141.9381,144.1794,142.4883,142.9795,5777653.0
2022-10-12,143.2592,146.1839,145.2226,145.3648,4352256.0
2022-10-13,145.7339,149.3897,147.0831,147.7252,6163843.0
2022-10-14,148.3809,146.5497,144.6906,144.7472,838540.0
2022-10-17,144.9845,143.4602,142.7217,142.7681,1001590.0
2022-10-18,142.6303,145.3927,143.1102,143.9185,1918412.0
2022-10-19,144.3056,147.112,144.306,145.0754,3860492.0
2022-10-20,146.1779,148.6802,144.6034,146.2444,2130369.0
2022-10-21,146.1668,157.095,152.8222,154.9915,1372328.0
2022-10-24,154.3873,156.6353,154.8153,156.3714,5309479.0
2022-10-25,157.0638,159.2286,158.2235,159.1055,5864998.0
2022-10-26,159.0288,162.1509,160.5192,161.4471,3610691.0
2022-10-27,160.044,163.6019,161.9136,163.0812,1858097.0
2022-10-28,163.634,162.4094,161.9774,162.3605,3800354.0
2022-10-31,162.0128,165.7186,162.629,164.2687,5543227.0
2022-11-01,164.2092,162.5726,161.549,162.4242,1794315.0
2022-11-02,162.6399,162.0914,161.5354,161.8968,6587595.0
2022-11-03,162.0201,161.2383,159.6962,160.7706,3075508.0
2022-11-04,161.2268,161.0898,158.2532,161.0165,2876219.0
2022-11-07,160.736,167.1658,165.1708,166.7551,1858311.0
2022-11-08,167.0974,164.417,161.7959,162.198,6329429.0
2022-11-09,162.0296,165.6934,163.0943,163.9254,5010784.0
2022-11-10,164.4098,161.0072,159.5257,160.0555,7127683.0
2022-11-11,160.4495,159.1915,158.7385,158.9742,6328116.0
2022-11-14,158.3793,161.8786,161.4728,161.6407,1789467.0
2022-11-15,162.3429,161.869,161.7884,161.8452,664074.0
2022-11-16,161.4982,159.7405,159.1102,159.2976,3070466.0
2022-11-17,159.8125,158.3255,156.4292,157.6448,4155180.0
2022-11-18,157.8764,160.2998,156.4906,159.3078,6733400.0
2022-11-21,160.4792,157.8663,156.9164,157.6193,4983120.0
2022-11-22,157.4785,159.4175,156.446,158.1794,1290645.0
2022-11-23,157.9584,158.8522,158.2232,158.335,3787093.0
2022-11-24,158.3227,158.9784,153.6052,156.8421,1517481.0
2022-11-25,156.6519,163.3505,160.9749,162.0166,4094804.0
2022-11-28,162.535,164.2321,161.4681,163.6136,562507.0
2022-11-29,162.5558,159.091,156.6349,158.7658,1605710.0
2022-11-30,158.0966,160.5102,158.5529,159.2582,6924628.0
2022-12-01,158.578,159.834,157.0145,157.7324,2838377.0
2022-12-02,158.332,161.107,157.7283,159.8102,4887373.0
2022-12-05,160.9037,160.2954,157.4899,157.969,7606060.0
2022-12-06,157.903,159.3595,157.4878,157.7447,1306564.0
2022-12-07,157.6382,159.7865,158.2519,158.9918,4418949.0
2022-12-08,159.0363,161.1519,159.8103,161.1183,6547511.0
2022-12-09,161.8671,158.9464,157.4687,158.2909,2109473.0
2022-12-12,157.7037,158.4606,156.0033,157.5459,2211952.0
2022-12-13,157.6961,156.7083,156.4318,156.4745,6175875.0
2022-12-14,157.0848,155.9316,154.0403,154.995,7287469.0
2022-12-15,155.3057,159.981,158.9044,159.2021,7085481.0
2022-12-16,159.3229,162.0233,158.226,160.2202,1237954.0
2022-12-19,160.8618,158.4272,156.8493,157.2656,3408056.0
2022-12-20,155.5651,161.2183,158.4301,159.4936,1207173.0
2022-12-21,159.9261,165.9876,162.0748,164.7018,7547184.0
2022-12-22,164.2709,168.7329,166.8218,167.3226,6434261.0
2022-12-23,166.0973,164.844,161.9946,163.6014,5010579.0
2022-12-26,163.9359,165.8875,160.8939,162.4661,1179447.0
2022-12-27,163.3588,166.2864,163.4165,165.6328,1561404.0
2022-12-28,165.5417,164.1754,163.3835,163.933,5673418.0
2022-12-29,164.5579,166.2111,164.1465,165.0775,3480248.0
2022-12-30,166.1421,167.9929,166.9824,167.0569,3113987.0
2023-01-02,167.9356,165.5586,164.0636,164.7997,3253913.0
2023-01-03,165.8808,164.8628,164.6019,164.702,6745563.0
2023-01-04,165.1909,160.1471,156.2566,156.933,5495929.0
2023-01-05,156.9803,154.7052,153.4478,154.5864,3035232.0
2023-01-06,153.5958,155.4644,153.8393,154.0481,6156403.0
2023-01-09,153.8964,152.0877,149.5265,151.237,2878907.0
2023-01-10,150.7268,155.0758,154.8944,155.0324,7490607.0
2023-01-11,156.3786,153.9378,150.6899,151.7876,6672334.0
2023-01-12,151.6808,151.5907,149.9467,150.8342,5032688.0
2023-01-13,150.9085,153.3676,149.6807,151.1756,3329915.0
2023-01-16,151.5091,155.4008,153.1768,154.5259,6532057.0
2023-01-17,154.5528,151.9594,150.5415,151.2786,7633131.0
2023-01-18,152.3043,154.7665,152.6418,153.9874,2863162.0
2023-01-19,153.6039,155.2559,153.6673,154.0573,5381909.0
2023-01-20,154.1772,152.6067,150.3776,151.8513,6180820.0
2023-01-23,151.4003,154.8748,152.78,152.9534,1415113.0
2023-01-24,152.1458,154.3495,150.6095,153.4568,3192794.0
2023-01-25,153.0813,152.4283,151.6484,152.127,7891406.0
2023-01-26,152.1045,152.4228,152.0981,152.3321,2711549.0
2023-01-27,152.0705,152.2519,151.125,151.4997,2845704.0
2023-01-30,151.08,152.0192,151.6412,151.8034,5081025.0
2023-01-31,150.9494,155.003,153.1775,153.3646,923332.0
2023-02-01,153.3136,157.5819,156.2141,157.104,792575.0
2023-02-02,156.1585,155.0138,153.0796,154.2602,1959700.0
2023-02-03,154.7292,160.037,158.3217,159.3235,529336.0
2023-02-06,159.376,156.1105,153.124,154.7723,7618880.0
2023-02-07,153.87,155.4972,152.1976,154.4667,3701078.0
2023-02-08,154.2756,156.4552,155.2491,155.8826,2142425.0
2023-02-09,155.4136,156.6759,155.2058,156.588,3107622.0
2023-02-10,156.7879,157.2407,152.5061,155.1787,2386963.0
2023-02-13,156.0108,155.2733,154.2604,154.7415,5804120.0
2023-02-14,153.5808,153.9027,150.5831,153.6475,3272605.0
2023-02-15,153.7182,152.6718,152.3334,152.3408,1947947.0
2023-02-16,152.2432,155.9174,153.3057,154.341,6313775.0
2023-02-17,154.7554,156.5587,155.1147,155.2163,7742447.0
2023-02-20,155.3487,154.9521,153.5359,153.6575,4676426.0
2023-02-21,153.1953,155.841,154.6462,155.7917,4356756.0
2023-02-22,155.5929,157.412,156.1949,156.5584,6972652.0
2023-02-23,156.06,158.5625,158.1875,158.5266,7106470.0
2023-02-24,159.2089,160.117,159.6669,160.0789,1998339.0
2023-02-27,160.0925,159.3352,157.3028,158.1481,6331278.0
2023-02-28,159.3508,157.5195,155.6268,156.8718,1176296.0
2023-03-01,156.8338,158.8098,158.4657,158.6878,879039.0
2023-03-02,158.2381,160.7878,159.2268,160.1954,1028714.0
2023-03-03,159.2254,160.75,159.5056,160.1932,7535655.0
2023-03-06,159.0378,160.9206,159.3697,160.5235,3411190.0
2023-03-07,159.5064,163.9696,163.6418,163.6787,5135352.0
2023-03-08,163.8536,162.9029,162.2696,162.2814,1052439.0
2023-03-09,162.6116,165.3119,162.2459,163.6677,4642535.0
2023-03-10,162.6326,164.3892,162.6012,163.2211,773452.0
2023-03-13,163.8054,162.9811,162.7052,162.7378,7032309.0
2023-03-14,162.4233,166.074,164.4092,165.4918,1278883.0
2023-03-15,165.589,169.544,165.7398,167.6038,4871047.0
2023-03-16,168.6847,169.9794,168.9552,169.7125,5833186.0
2023-03-17,170.3213,174.5496,173.1062,173.1205,5443772.0
2023-03-20,172.9346,175.2857,171.4091,173.227,7684872.0
2023-03-21,172.6095,175.4346,173.5689,175.0606,2689921.0
2023-03-22,173.5538,175.5406,173.8745,174.3001,7927297.0
2023-03-23,173.7987,175.3175,174.3479,175.2022,7609019.0
2023-03-24,175.0543,176.4039,174.6514,174.913,3698156.0
2023-03-27,174.2223,175.9453,175.1408,175.2202,6301038.0
2023-03-28,175.1282,178.8384,176.0951,176.8445,5322139.0
2023-03-29,176.8989,177.9534,174.6412,174.7397,5454582.0
2023-03-30,174.5826,180.8887,179.6632,180.3652,7889099.0
2023-03-31,179.8962,178.3505,177.6255,177.7171,5670393.0
2023-04-03,177.837,176.5917,171.8033,174.5621,1262371.0
2023-04-04,174.8707,179.9195,176.3391,177.6743,3757945.0
2023-04-05,176.8993,180.603,179.6434,179.8507,6161064.0
2023-04-06,180.8657,182.2072,179.8394,181.5968,4268950.0
2023-04-07,181.5252,183.7848,182.4914,183.3715,642980.0
2023-04-10,183.3853,185.3653,181.147,183.3928,6686807.0
2023-04-11,183.9123,182.3255,179.2306,180.9954,5196671.0
2023-04-12,181.1642,182.7117,180.9462,181.2557,2934003.0
2023-04-13,181.9467,180.5801,177.3373,179.4777,7000785.0
2023-04-14,179.6838,182.2274,181.9602,182.1768,757354.0
2023-04-17,181.7306,182.1707,181.3396,181.83,3706943.0
2023-04-18,182.0929,181.8746,178.7647,179.6462,6454075.0
2023-04-19,178.8244,180.2643,178.4032,178.8359,7103029.0
2023-04-20,178.9136,181.4185,179.4421,180.0011,2417160.0
2023-04-21,179.9771,178.8446,178.2956,178.539,3815258.0
2023-04-24,178.3903,176.4732,176.1768,176.4034,4871545.0
2023-04-25,176.3127,178.0586,177.0982,177.1025,2735883.0
2023-04-26,175.7694,179.4049,177.1863,177.8078,3050982.0
2023-04-27,177.4176,177.0538,174.8325,176.5138,1264265.0
2023-04-28,176.5794,175.5571,173.9918,175.3236,7130840.0
2023-05-01,175.4357,176.6811,173.8972,175.9878,6168889.0
2023-05-02,175.2643,172.6565,168.7385,172.258,6905144.0
2023-05-03,173.1301,172.0239,167.449,168.71,808617.0
2023-05-04,168.1255,167.8035,165.1261,166.9517,3480346.0
2023-05-05,167.5991,167.1751,166.1686,166.468,1244748.0
2023-05-08,166.7524,168.1303,165.7302,167.2963,4136562.0
2023-05-09,166.8638,171.8515,168.6248,171.0912,2554410.0
2023-05-10,172.3062,174.2425,172.6076,173.3585,5587692.0
2023-05-11,172.5308,174.6405,171.9443,172.995,2977748.0
2023-05-12,173.631,174.9635,172.1997,172.9975,5607047.0
2023-05-15,173.6899,171.2449,166.9331,170.4666,1234275.0
2023-05-16,170.0093,171.6055,169.7255,170.4704,6714638.0
2023-05-17,171.4199,170.4251,169.2526,169.7848,1797819.0
2023-05-18,169.615,171.4138,168.6408,170.6599,1534186.0
2023-05-19,170.857,169.4596,168.3586,168.6059,1098506.0
2023-05-22,168.7815,170.2514,169.9547,169.9755,5939296.0
2023-05-23,169.8842,176.0906,173.1746,173.9809,6694224.0
2023-05-24,174.5451,175.9004,173.5832,173.7494,1056718.0
2023-05-25,174.3009,177.3641,173.4908,174.852,6814547.0
2023-05-26,173.629,177.5908,175.0328,176.7245,6524293.0
2023-05-29,177.6465,176.2618,175.4939,175.7168,6693367.0
2023-05-30,174.5483,176.7647,176.3228,176.3613,2096853.0
2023-05-31,177.0897,176.9197,175.1302,176.4476,5818331.0
2023-06-01,177.2428,177.6905,176.1325,176.7593,7817048.0
2023-06-02,175.988,177.5847,173.5369,174.774,6810446.0
2023-06-05,174.4868,175.1383,174.6488,174.8907,852414.0
2023-06-06,174.1172,177.3806,173.8414,176.2549,3463944.0
2023-06-07,176.1034,182.1759,178.21,180.1876,2847693.0
2023-06-08,179.9656,183.9232,180.4936,182.8539,7613969.0
2023-06-09,183.4242,188.9628,186.6894,188.9128,3263545.0
2023-06-12,189.9029,189.4887,186.494,186.8068,4016144.0
2023-06-13,187.8497,190.108,188.3107,189.324,4448401.0
2023-06-14,188.8983,190.2424,188.3225,189.9024,624932.0
2023-06-15,189.7434,196.3284,195.3515,196.3026,5734259.0
2023-06-16,194.9807,195.8394,191.1612,193.9951,768083.0
2023-06-19,193.3697,195.4981,190.5851,191.6243,7953032.0
2023-06-20,192.3639,190.7729,189.2247,189.9662,2251498.0
2023-06-21,191.1938,184.7854,180.8881,184.0647,7350807.0
2023-06-22,183.1559,184.1996,181.7885,182.6736,6780757.0
2023-06-23,182.2407,181.6451,179.587,180.6595,7284672.0
2023-06-26,180.6404,183.7977,180.6882,181.1219,4377809.0
2023-06-27,181.3248,182.9581,180.2109,182.1074,5376709.0
2023-06-28,181.5176,187.8999,185.0208,187.3613,2058426.0
2023-06-29,187.6791,191.0069,190.0599,190.1086,6180865.0
2023-06-30,189.7483,190.1993,187.3908,188.5271,7625006.0
2023-07-03,188.5162,187.2806,185.3747,186.0593,3730431.0
2023-07-04,186.4659,188.2544,186.477,187.4935,3092316.0
2023-07-05,187.4984,185.4412,180.9105,183.8722,6395725.0
2023-07-06,183.5512,190.8187,188.8437,189.0502,789220.0
2023-07-07,188.9673,194.6107,191.9198,192.4823,5938757.0
2023-07-10,192.4143,192.182,190.9073,191.1898,4476765.0
2023-07-11,190.9068,186.6445,184.3865,186.3953,1895285.0
2023-07-12,186.2024,190.4997,188.7974,190.2764,5176029.0
2023-07-13,191.4932,191.8407,188.1821,190.0068,3422705.0
2023-07-14,190.4331,194.8911,192.6082,193.6257,7609321.0
2023-07-17,193.3969,189.6643,187.5227,189.1065,3164749.0
2023-07-18,189.6337,188.0601,186.6654,187.4702,5548204.0
2023-07-19,187.2199,187.5843,185.7623,187.5412,7228926.0
2023-07-20,188.4212,189.6498,186.65,187.7297,4499453.0
2023-07-21,188.0073,186.8077,185.0363,186.5226,1906978.0
2023-07-24,186.4425,188.3998,187.1897,188.3299,7746813.0
2023-07-25,188.6671,187.4104,183.2848,185.3935,3421989.0
2023-07-26,184.2286,186.1583,182.8309,185.0535,1484156.0
2023-07-27,184.2195,186.401,184.9646,185.4434,4213543.0
2023-07-28,184.5577,190.1711,186.5608,186.936,1363659.0
2023-07-31,187.0428,189.4641,186.9905,188.9987,5612300.0
2023-08-01,190.3085,186.2188,185.0657,185.8929,5443082.0
2023-08-02,187.552,182.0811,181.0558,181.7185,2737035.0
2023-08-03,182.1823,187.6287,182.0811,185.2904,1703920.0
2023-08-04,185.6616,186.4142,185.3132,186.2722,3608591.0
2023-08-07,184.9302,184.6591,182.8802,184.2478,4110954.0
2023-08-08,183.8478,189.559,188.5555,188.6416,1247852.0
2023-08-09,188.0471,189.3081,188.6197,189.0259,1656618.0
2023-08-10,188.5565,193.1445,190.1038,192.4571,5796990.0
2023-08-11,192.3277,193.0092,191.927,192.7099,7985083.0
2023-08-14,192.346,200.5272,197.9633,198.8195,4411147.0
2023-08-15,197.2454,205.862,202.4333,204.1852,7554917.0
2023-08-16,204.7961,203.7016,202.891,203.4851,6819784.0
2023-08-17,202.612,207.6911,205.1477,206.5343,7428655.0
2023-08-18,206.732,210.6003,206.8624,208.606,1607810.0
2023-08-21,210.3366,215.5922,209.6461,212.9967,1312283.0
2023-08-22,212.2134,210.938,206.5446,209.999,3414863.0
2023-08-23,207.8736,212.8753,210.3618,212.2349,2321367.0
2023-08-24,211.9921,218.3974,215.3142,215.696,3872863.0
